speed=500@10s
$GPGGA,000000.00,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*57
$GPGGA,000000.10,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*56
$GPGGA,000000.20,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*55
$GPGGA,000000.30,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*54
$GPGGA,000000.40,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*53
$GPGGA,000000.50,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*52
$GPGGA,000000.60,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*51
$GPGGA,000000.70,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*50
$GPGGA,000000.80,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*5F
$GPGGA,000000.90,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*5E
$GPGGA,000001.00,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*56
$GPGGA,000001.10,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*57
$GPGGA,000001.20,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*54
$GPGGA,000001.30,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*55
$GPGGA,000001.40,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*52
$GPGGA,000001.50,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*53
$GPGGA,000001.60,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*50
$GPGGA,000001.70,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*51
$GPGGA,000001.80,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*5E
$GPGGA,000001.90,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*5F
$GPGGA,000002.00,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*55
$GPGGA,000002.10,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*54
$GPGGA,000002.20,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*57
$GPGGA,000002.30,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*56
$GPGGA,000002.40,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*51
$GPGGA,000002.50,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*50
$GPGGA,000002.60,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*53
$GPGGA,000002.70,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*52
$GPGGA,000002.80,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*5D
$GPGGA,000002.90,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*5C
$GPGGA,000003.00,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*54
$GPGGA,000003.10,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*55
$GPGGA,000003.20,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*56
$GPGGA,000003.30,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*57
$GPGGA,000003.40,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*50
$GPGGA,000003.50,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*51
$GPGGA,000003.60,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*52
$GPGGA,000003.70,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*53
$GPGGA,000003.80,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*5C
$GPGGA,000003.90,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*5D
$GPGGA,000004.00,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*53
$GPGGA,000004.10,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*52
$GPGGA,000004.20,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*51
$GPGGA,000004.30,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*50
$GPGGA,000004.40,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*57
$GPGGA,000004.50,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*56
$GPGGA,000004.60,5333.86547184,N,00104.33452825,W,1,05,2.87,+0.00,M,00.000,M,,*55
